page,name,link,thumbnail,rating,date,snippet,images,local_guide
37,Dicky Adistya Nugraha,https://www.google.com/maps/contrib/118150748583737186593?hl=id,https://lh3.googleusercontent.com/a/ACg8ocKiNneb-twJOYyqf8x6kLWjVoiDXBc2ucAw3J2gKo28c5HUY94=s120-c-rp-mo-br100,5.0,7 tahun lalu,"Tempat yg sangat menarik dan menyenangkan dgn berbagai wahana yg bervariasi, dan fasilitas yg lengkap,  recommended banget pokoknya...
Nice...",,
37,Asan Muntalib,https://www.google.com/maps/contrib/105643882405700435479?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUWTVpoEzLEXdASCXKS6wHlZDaRAJeQF5VgcOBOOxYuUOaPOFtn=s120-c-rp-mo-ba3-br100,4.0,5 tahun lalu,Indah nyaman dan cocok untuk refreshing bersama keluarga,['https://lh5.googleusercontent.com/p/AF1QipOT7zp4WdFYbnhzyb0dvUjvNqRcVHcICmpEpIUn=w150-h150-k-no-p'],True
37,Rama Prayogo,https://www.google.com/maps/contrib/101046298024212903879?hl=id,https://lh3.googleusercontent.com/a/ACg8ocIHeyDz8hIJWc8i8se6_E4Hb1RxgBP4M1-sEKlrLx1mCAYrDg=s120-c-rp-mo-ba3-br100,1.0,5 tahun lalu,"Tempatnya biasa saja, wahana permainan lbh mirip dengan yang ada di pasar malam. Beda jauh dengan yang dipromosikan, harga mahal buat kantong orang Bojonegoro.",,True
37,Setiowati Lili,https://www.google.com/maps/contrib/118210061976784976109?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXcEbqe9Cws9yuBBGULzRdH8RJ86t2lfZ_IYiaF6yB8OqWP1W_I=s120-c-rp-mo-ba3-br100,4.0,7 tahun lalu,"Tempat wisata yg sangat menarik dan bagus buat para traveller, sayangnya harga tiket masuknya terlalu mahal, dan fasilitasnya jg kurang, makanannya jg mahal dan kurang begitu enak",,True
37,Obcleo Nh,https://www.google.com/maps/contrib/108468236618903765143?hl=id,https://lh3.googleusercontent.com/a/ACg8ocJS4Srm0BRLksE2QF66Kvhfi87MbqSI0LYfI2x_9qlFRDCVSg=s120-c-rp-mo-br100,4.0,6 tahun lalu,"Tempat berlibur, wahana terbesar 2018 di Bojonegoro",['https://lh5.googleusercontent.com/p/AF1QipPqHyWTAam8W4r3I1iworDZ0qpyQMhv20-epTo5=w150-h150-k-no-p'],True
37,Andri Bagio,https://www.google.com/maps/contrib/116159853953263517935?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUnAiJwQNsRMxmmdRFtwBi6lk_vSLt3CfQszhkEmY3FJA8cm5s=s120-c-rp-mo-ba6-br100,5.0,6 tahun lalu,"GoFun merupakan satu-satunya arena bermain bersama keluarga di kabupaten Bojonegoro.
Cukup banyak wahana di tempat ini.
Mulai dari pintu masuk, ANDA akan disambut dengan sangat ramah.
Berikutnya, ANDA tinggal memilih wahana yang mana yang ingin ANDA kunjungi.
GoFun adalah tempat yang nyaman untuk menghabiskan waktu luang ANDA bersama orang-orang yang ANDA sayangi.
Banyak tempat selfie di sini lho..",,True
37,robert santoso,https://www.google.com/maps/contrib/110356855965212648778?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXdp96fhepbPunVlIqjiz04uBl49fhY5LMNkZZr_i6dASDZtDjp=s120-c-rp-mo-ba5-br100,3.0,7 tahun lalu,"Lumayan sih buat jjs, (lumayan ngehabisin duit, hehehe...)
Terlalu adil, kurang 4cm aja nggak boleh naik, tapi kalau antri, main srobotan...",,True
37,Ahmad Ma'ruf Irsyad,https://www.google.com/maps/contrib/113827215815525475404?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXfT5DDU1zlsUZZeiaag2SluxYKObhv2rcZMzUctQyjsKaaMZ1J=s120-c-rp-mo-ba2-br100,1.0,setahun lalu,"Gak begitu seru. Kurang kesiapannya wahana, terbatasnya koin untuk main",,True
37,Riyan,https://www.google.com/maps/contrib/113099847425447500817?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVxNGQHa0cH7IAMBm0ipJN9OhbWYRtZEwpIG2agQLSG3oQFwsEp=s120-c-rp-mo-ba3-br100,3.0,7 tahun lalu,"terlalu mahal untuk rata rata masyarakat,terutama untuk tiket dan wahana
lebih baik biaya wahana dibebankan pada harga tiket sehingga bisa menarik lebih banyak minat pengunjung",,True
38,Luthfiana G. Safitri,https://www.google.com/maps/contrib/110829742493722724256?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjV3MFdOoD6V5YdZyYeU-b7Uue7Jlg6xy01grEGiNMh-x2LYTz_b=s120-c-rp-mo-ba4-br100,5.0,7 tahun lalu,Banyak wahana untuk main anak2. Cocok untuk liburan keluarga. Malam hari banyak lampu2 hias dan banyak spot berfoto.,"['https://lh5.googleusercontent.com/p/AF1QipPgfFsR9DrZm8IH-9UBZIFdDMBaB_hKsYk6duGQ=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipN_vPwG8yfH8d0IqxRXVZgF5Ejz73etatUaTy1M=w150-h150-k-no-p']",True
38,Hermawan Susanto,https://www.google.com/maps/contrib/107376302892912263883?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWgPO9vZY4kHu1k1Ht-1Kuvn8KBZZLffKbFWLilQmrKeSypDhTrWA=s120-c-rp-mo-ba3-br100,5.0,4 tahun lalu,"Tempatnya enak,adem,,cocok buat anak kecil dan orang dewasa,
Lumayan banyak wahana untuk anak, dan tempat makan minum untuk orang dewasa",,True
38,Bayu Ajid,https://www.google.com/maps/contrib/115288888354824404136?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjV68ahq8DeNSJvs1LBw9PPTRxhEqQ7_rhMHs_fhrkV9saYTS3k=s120-c-rp-mo-ba4-br100,4.0,setahun lalu,Kolam renang banyak untuk anak-anak,['https://lh5.googleusercontent.com/p/AF1QipNLAoI29Q0Xn5auMnmN9kgr4Dp61J0k8BsLETCW=w150-h150-k-no-p'],True
38,desita sari,https://www.google.com/maps/contrib/109279436326931241031?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVgi4DsfRYcdkkUKsRj_vvbILIwzve87BDCUWFwD-NsJ9WjjVs=s120-c-rp-mo-br100,5.0,setahun lalu,Wahana mainya banyak petugas nya ramah2.. ❤️,['https://lh5.googleusercontent.com/p/AF1QipNJXd7M1CwJKr-q_HBAcno5i7Z1ZaqUP0SUdEvn=w150-h150-k-no-p'],True
38,solehah kids,https://www.google.com/maps/contrib/115293416074109547820?hl=id,https://lh3.googleusercontent.com/a/ACg8ocLaYOIipQGU2W-w10FG_-WslAiMBFEyvAm3vuN4Pju4lbSBjg=s120-c-rp-mo-ba3-br100,5.0,5 tahun lalu,Kolam renangnya ada bebek raksasa,"['https://lh5.googleusercontent.com/p/AF1QipPkeGkeF0jGgAERHIoyHbFTedxOGPkz9e4IYK2m=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOlTiYG9XCLFM94FVckbCUTtfMJYeijFWy_XdXF=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMMC2Dla8_ubOJoZTGaHZNoQbKm1djIALGxG2Kg=w150-h150-k-no-p']",True
38,mae sharon,https://www.google.com/maps/contrib/117464621558445459232?hl=id,https://lh3.googleusercontent.com/a/ACg8ocLBWvP5rw_Iv_dl3Bc7i05ShbIO1j2QKuKXm4ku4oAFmaK9QQ=s120-c-rp-mo-ba2-br100,5.0,setahun lalu,"Wahana lumayan banyak, seru untuk mengisi liburan sekolah",,True
38,Saiful Gebog,https://www.google.com/maps/contrib/116720851084695464586?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUb48kBZDZufBkL8AHa3U8YtsjOQHHYyuX18Hwq4EZjVFxCsoU=s120-c-rp-mo-ba3-br100,4.0,7 tahun lalu,Parkir luas... banyak permainan,['https://lh5.googleusercontent.com/p/AF1QipMOwdfLVMS6VwjhOZn47WGE2V95cNu1bmkWQJBb=w150-h150-k-no-p'],True
38,Bagus Prasetia,https://www.google.com/maps/contrib/106632887983582554730?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXIPF7do-Kxh8Iuu-Uvqn8msRbgORVlX2NOr_GwKzdPSwEfSQ3s=s120-c-rp-mo-ba4-br100,3.0,7 tahun lalu,"Wahana yang disediakan cukup lengkap, tapi mengingat mahalnya tiket masuk dan masih harus membayar lagi untuk memasuki wahana",,True
38,Anam Jozzz,https://www.google.com/maps/contrib/115310877098019535377?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUl0cRzOcfl5ZSW_jC9if0ZdOo0a5tXoKvU7CGIZjpzKMHC_zE=s120-c-rp-mo-br100,5.0,2 tahun lalu,Banyak pilihan permainannya,"['https://lh5.googleusercontent.com/p/AF1QipPoDB4NO3OjhWDs-Cly6EQb0K5uoWHYkxSlQ1Ug=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOWsTiX657Qtm4kRT02BtQydsXQjT-bBAIBugtM=w150-h150-k-no-p']",
38,Siti Ulaifah,https://www.google.com/maps/contrib/116005933288354741938?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjV53pTHZzJcrr5JIojcKzjSc27-89jEHLQjLnPw7Dsp2RZhHLL3=s120-c-rp-mo-ba4-br100,5.0,setahun lalu,"Tempatnya luas, permainan nya banyak",,True
39,Muhammad Noer Wahid,https://www.google.com/maps/contrib/114510045896487943155?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjW_CLsOmnvCi2_Suu-wtoWHWMffdUAPxmohA7yS6ccQBPVQZoNu=s120-c-rp-mo-ba2-br100,5.0,7 tahun lalu,"Tempatnya bagus,pelayanan bagus,dari parkiran ada kendaraan yang disediakan Gofun untuk menuju lobby depan ,Sering ngadain konser artis ibukota dan Orkes Melayu .Mungkin setiap 5 bulan pasti ada yang baru .",,True
39,Danes Fattah,https://www.google.com/maps/contrib/107287439030227876207?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjV5QF81TffOOysQAbxHD9xN6Z9Vduao8mP3OWSCEIRkXbEjXM7M4A=s120-c-rp-mo-ba2-br100,5.0,6 tahun lalu,"Senang bisa  kunjung ke Gofun bersama keluarga..tapi kalo bisa ditambah lagi dong Wahana pemainanya..
kalo ada Relcoster malah seru lagi.",,True
39,dessy oktaviani,https://www.google.com/maps/contrib/100274602885654642506?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXmhnoiZcrdGL11SVqiX-hzC7OurgSgNOIrC-4G-gQAqD0QpX8=s120-c-rp-mo-ba4-br100,5.0,6 tahun lalu,"untuk liburan anak anak kecil cocok, wahana mainan air cukup, sayangnya belum ada kolam berenangnya",,True
39,ALI MAFTUHIN RIDLO,https://www.google.com/maps/contrib/107512192486136141898?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWZcass56sTPiguRwP10rKNJhqk3YlxJCMBu0tP4DOYoKJZpsGe=s120-c-rp-mo-ba2-br100,5.0,2 tahun lalu,Mantap 👍,"['https://lh5.googleusercontent.com/p/AF1QipOesys0bKo2qok-6BKQu6fTVXnZV-HRQv14dJPZ=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMHh1sH6pWuLMw7iSYU0axhwTsJ6yaXHtEgp58R=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipO9nkwzXmpeoUYlOHILKj5YFiAQDWWHl9xcimk2=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNf5irG-ejYznBfSXU-FCTa8PnvAV77CLTxufo3=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMJiLBvWMovKBOhZHY_XVGsF52kuGAwoeRiyRtk=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMl9vk8cjqdbJZ2y6GbJUvj9yBybCQtbobfmmER=w150-h150-k-no-p']",True
39,embun nur rahmawati,https://www.google.com/maps/contrib/115193597435769246507?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWQXHJxrnCWw6fGzteLJw6oxOTTDiBaqKwcNhMtXChoExQMa48YBg=s120-c-rp-mo-ba4-br100,4.0,6 tahun lalu,"wahana terbesar di bojonegoro ya cuma di sini.. Gofun.. ada cafe.. swalayan, themepark, wahana permainan air lengkap dgn fasilitas penunjangnya.. seru kalo ada sodara lg d bojen..ajak mampir sinih ajah",,True
39,veronica chen,https://www.google.com/maps/contrib/116881715311032694590?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVUbwO_LyHgCtcyivE0cKrTgeqIfXbc1bc9pljDvxj0qLMD0ENiqQ=s120-c-rp-mo-br100,3.0,setahun lalu,"Area permainan yang luas ,buat anak2 bermain ,",,
39,Vovo Salevo,https://www.google.com/maps/contrib/106013778982643992368?hl=id,https://lh3.googleusercontent.com/a/ACg8ocLY_BbT97OkHbkA4wvozMMNti_oekMR54kl5gXERVFayTARrA=s120-c-rp-mo-br100,5.0,8 tahun lalu,Aku suka di gofun yg paling suka aku saat di rumah jagal dan hutan fantasia tapi sayang nya wahana trampoline nya belum dibuka dan di rumah jagal perlu ditambahin hantunya nggak serem kalau nggak ditambahin,,
39,Yuliatiningsih Totok,https://www.google.com/maps/contrib/113387309207849773294?hl=id,https://lh3.googleusercontent.com/a/ACg8ocIlgZtRszu5dGymYky6ivdvlsJXN30Kahbhn0rsqgh-91KZmw=s120-c-rp-mo-br100,5.0,6 tahun lalu,"Cocok untuk hiburan malam, seru, rame",['https://lh5.googleusercontent.com/p/AF1QipN7ZuyP3oyPMf0eS2hzeyVyBb9bPg7SAtQz1JTj=w150-h150-k-no-p'],True
39,PRASS,https://www.google.com/maps/contrib/116535015689274851722?hl=id,https://lh3.googleusercontent.com/a/ACg8ocJcOzaRKTsVftGIls_ZXWQp8r3kNHNA7IQJECQm6KcTK5ZwXoE=s120-c-rp-mo-ba3-br100,3.0,8 tahun lalu,Berbagai wahana permainan ada di sini.dari anak kecil hingga dewasa bisa menikmatinya.satu-satunya di bojonegoro tempat rekreasi keluarga yg representatif.,,True
39,Afiyatuz Zahroh,https://www.google.com/maps/contrib/114300529199409653338?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjW_3ZCw1FNSEdcjBJAE26vOTji4C86CvKhZs-LONTOiFw_yMAgNzg=s120-c-rp-mo-ba3-br100,5.0,6 tahun lalu,"Tempatnya bersih, rapi. Banyak wahana unik. Antrinya kebetulan gk begitu panjang. Rekomendasi kalau k bjn. Jngn lupa masuk rumah hantunya yaaa 😘😁",,True
40,Tri Lestari,https://www.google.com/maps/contrib/107821873146198180945?hl=id,https://lh3.googleusercontent.com/a/ACg8ocKlB3F09EBPF481QKf_zVAYHA6A7W3WuiLH2VfUyp7Zg02LTQ=s120-c-rp-mo-ba4-br100,5.0,5 tahun lalu,"cocok buat bermain anak2..remaja2,untuk keluarga juga...suka sekali apalagi anakku selalu ngajak kesini. .",,True
40,Agung Wahyudi,https://www.google.com/maps/contrib/100825695293184567362?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjW4YTnKaxd1IhxNmkTD2hOutUTgLeGpLUnMeCLp8ZXi_mZLaXTy=s120-c-rp-mo-ba6-br100,4.0,5 tahun lalu,"salah satu tmpt tmpat wisata yg ada d kota bojonegoro
tmpt nya strategis berada d dkt terminal rajekwesi bojonegoro
bnyk pilihan wahana permainan yg bisa kita pilih mulai yg untuk anak"" hingga bwt yg dewasa",,True
40,tyk channel,https://www.google.com/maps/contrib/114452217090881857696?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVZXOgGC40uSc1NnSb8rGx2oECqZng7E5S6_BcSW_1Y6Ml65YNTGQ=s120-c-rp-mo-ba5-br100,5.0,2 tahun lalu,Tempat wisata juga bisa belanja berbagai mainan juga berbagai Boneka yg indah serta lucu gaess!,,True
40,user name,https://www.google.com/maps/contrib/110517117678518283797?hl=id,https://lh3.googleusercontent.com/a/ACg8ocJ6W6eFezdjxDIF7hMhly84a7sa3zd2p6cN7iyWHXJOFlDVaX4=s120-c-rp-mo-ba2-br100,5.0,6 bulan lalu,Wisata murah tapi ga murahan ♥️,,True
40,Andini Sals,https://www.google.com/maps/contrib/101924723577084528429?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWwzL1qp0UicHrBWh88bCVBJHR_dbhypYvwYbSRnEIdIW3YeAB8=s120-c-rp-mo-ba4-br100,4.0,5 tahun lalu,"Biasanya kalo ada event-event dan gratis masuk, rame. Kalo daily kurang ramai dan bingung mau ngapain disana karena itu-itu aja.",,True
40,mirna Y,https://www.google.com/maps/contrib/100426414952317283164?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWJiC2LxVyEEoAqDwfHVg9D9OpCkKl3SUuidlJZJcwp6WZYSFst=s120-c-rp-mo-ba3-br100,5.0,5 tahun lalu,Recomen untuk mengisi weekend ...,"['https://lh5.googleusercontent.com/p/AF1QipP7m6vPDFiYyMEmGA4jb-AqXsCZMsY4Ch-SUMMa=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMjtmYDMzkVT3vH5m9_8AhKsSt-id6jkCV8UsDe=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipM3rkVZn10zr_4mWSJODcripwc6yEOXvacb6BnO=w150-h150-k-no-p']",True
40,Ro,https://www.google.com/maps/contrib/107045371926520593426?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWf4UTHswElP089C-3W913CpPh-h58PKKAweRK4WzUx4ZIf3KyL=s120-c-rp-mo-ba4-br100,3.0,6 tahun lalu,"Ada beberapa wahana yang rusak, yang harus diperbaiki. Untuk macam wahan sudah cukup banyak, mungkin perlu ditambah beberapa wahana lagi.",,True
40,Alfian Arsitektur,https://www.google.com/maps/contrib/105783533751685379974?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjV7KZ6ioIF4uaiBcIjPgvcec6MsUuulsMekMWPwqAGmlq2U2Eg=s120-c-rp-mo-br100,5.0,7 tahun lalu,"Wahana terbesar satu satunya di bojonegoro dan sekarang di tambah lagi ada waterpark semakin menunjang go fun, saya sangat senang berada di go fun, harga tiket terjangkau dan murah",,
40,Busyro Kudus,https://www.google.com/maps/contrib/102105758171480392630?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXfQqkWozoqDHYLha8ASmgQ1DYTTRxmpDa8POtV1CdGFgCRtVcg=s120-c-rp-mo-ba3-br100,5.0,3 bulan lalu,Spesialis Bandeng Daun Pepaya,,True
40,Romi Komang,https://www.google.com/maps/contrib/100168410134280092360?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWyKJLzq5zvjNF72R1okG4T1iG26sc8phgfIFgN2pQO60mX4Cxm=s120-c-rp-mo-ba3-br100,3.0,7 tahun lalu,"Tempat ini bagus dan sangat cocok untuk yg suka dengan wisata air, tapi karena kondisi cuaca di Kota Bojonegoro panas di perlukan penutup kolam renang",,True
41,Ffey Stw,https://www.google.com/maps/contrib/105213648575047441439?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjX5-KqYyJk2zvUfNt4nefP2V9nukYrsJkTDofjC8VXe68STvw3V=s120-c-rp-mo-ba4-br100,4.0,4 tahun lalu,"Bagus banget buat liburan keluarga di Bojonegoro,tempat main anak2 bakal betah g pulang2 yg pasti aman...",,True
41,ineke k,https://www.google.com/maps/contrib/102797174333421678309?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXgHt5ngc_FuFclqBibvPW7Sb5I8NHUm8Y7KG8i8oSWTxpyTfe2zA=s120-c-rp-mo-ba4-br100,5.0,5 tahun lalu,"Sangat memadai bisa meraup keuntungan yg besar jika ada banyak tenaga ahli yg menanganinya ,tidak heran kalau kota bojonegoro bisa berkembang sepesat ini berkat temaga tenaga yg profesional "" dimana ada tekat ada kemauan disitu ada hasil yg patut dipetik """,,True
41,Hendra Wiyanto,https://www.google.com/maps/contrib/105931154098466562854?hl=id,https://lh3.googleusercontent.com/a/ACg8ocLUKaUWug7vVtxFwO74q0kWAMNmYSWu2829v_e17npAM3p4Gw=s120-c-rp-mo-br100,4.0,7 tahun lalu,"Gofun bagus hampir mirip dengan BNS di kota Malang dan Trans studio di kota Bandung
semoga kedepane lebih maju dan banyak wahana bermain laenya",,
41,Ofal official,https://www.google.com/maps/contrib/102046188675100554221?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVOmAUPV2gklQGn7octfxKy42HIxtZ4LT3XcHQRUsdJULvcUv8u=s120-c-rp-mo-br100,3.0,setahun lalu,Permainannya kurang menarik+sepi bnget,,True
41,Anto Music,https://www.google.com/maps/contrib/113741629865302286769?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUt3P9htQFPmXVtmwvmZMW1PxdlwYmnQVBYZK88U35szWQbhiw=s120-c-rp-mo-ba3-br100,3.0,5 tahun lalu,Tempatnya bersih dan menarik,"['https://lh5.googleusercontent.com/p/AF1QipNMBH8jNkvIXw1_826ePrRrEnggJE8FjHyVkrEG=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNZce-Al6zTHEKspCVl61ZvGaxvJja6UK2vbTNZ=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOxA8RarOXLzYZoUd5IjEo16jLRkji2MJIfQ0o0=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipMARlLbspqd4DfVmWO6WDdeJRQDGNwHIBwOAOiu=w150-h150-k-no-p']",True
41,Kang ro,https://www.google.com/maps/contrib/110947472679468261352?hl=id,https://lh3.googleusercontent.com/a/ACg8ocJtxnUU0iOpdpky7E7GrG0AiaQ4MTFQKSZLWFjc9f6loHH-lZc=s120-c-rp-mo-ba2-br100,4.0,2 tahun lalu,tempat menyenangkan untuk liburan..,['https://lh5.googleusercontent.com/p/AF1QipM435JEZgwv1P4d0EfwyIWP1vZCY-zRVNAhLbFq=w150-h150-k-no-p'],True
41,romy,https://www.google.com/maps/contrib/108728343399344717888?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVZkCQVmLBuYEb2bBkUjVgfvcnK94XkCgmRHVYoz4eJ-byFVNprUw=s120-c-rp-mo-ba4-br100,5.0,3 tahun lalu,"Tempatnya luas banyak wahana  permainan dan hiburan,berbelanja kuliner",,True
41,Khofifah Azmi,https://www.google.com/maps/contrib/103960068941334329715?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUZ4QdSpWp43wWbzixXQK4d0Cp__7cldPlq5S1vhrYjj8hUPhVZ=s120-c-rp-mo-ba4-br100,4.0,7 tahun lalu,"Apa ya... Sebenernya ini adalah salah satu pilihan wisata yang bagus di bojonegoro, tapi ntah kenapa aku kurang seneng buat kesini... Gofun itu menurtku cocoknya pas lagi liburan panjang bareng keluarga, tapi kalo buat apel sama pacar... Terlalu rame 😂",,True
41,agus wijianto,https://www.google.com/maps/contrib/100496354455729162214?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVI8tdD-JXVs-c7mHc0JAYMVQrk-QAKql3yqDklpI81B6-_2siD=s120-c-rp-mo-ba3-br100,4.0,5 tahun lalu,"complex wisata dan hiburan yang bagus. kita bisa menikmati segala permainan dan keseruan bareng teman, pacar dan keluarga.",,True
41,rizka ana agustina,https://www.google.com/maps/contrib/107062982018560733052?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXwoDdiVq8A0uYURoB3q-TVM3HiHpJYD_E42pDICTXxqF9Bkl-X=s120-c-rp-mo-ba6-br100,4.0,2 tahun lalu,"masih ada perbaikan pas dateng, agak bingung masuknya gimana karena sepi, untung ada satpam yg ngarahin",,True
42,hamid jamaluddin,https://www.google.com/maps/contrib/117767974750572827437?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVKUHb-ubyUk1qWhZzd0Ie_wtLjT436m4cHm2dQuEilhtxUdk1a=s120-c-rp-mo-ba3-br100,5.0,6 tahun lalu,Waterboom dan wahana malam mantap,"['https://lh5.googleusercontent.com/p/AF1QipOr1eZZ7tL24KT81JwUHxg6cJf3qq9mrxcHtoF7=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipPOVX5uJ7UuxGLDFAsrPmIFSRYM4whI68RJ0rTq=w150-h150-k-no-p']",True
42,Dhewi Sigit,https://www.google.com/maps/contrib/100920764198078052469?hl=id,https://lh3.googleusercontent.com/a/ACg8ocKh_cbJoQ3GxWiJR1QhfPqjgJuzCuL7ekqXeh0t_GNtPFBK4YI=s120-c-rp-mo-ba4-br100,4.0,7 tahun lalu,"Malam minggu di kota Bojonegoro..tempat hiburan keluarga di Go Fun Bojonegoro..aneka wahana permainan untuk anak-anak, remaja dan keluarga. Jika sedang  berkunjung ke Bojonegoro jangan lupa ajak keluarga dan teman anda untuk menikmati hiburan di Go Fun Bojonegoro.. selamat mencoba wahana di Go Fun.",,True
42,siti muammaroh,https://www.google.com/maps/contrib/105984024366964543026?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUjyiMR7nomouvnl1JMM0vKyJ3XcT9wKo123AiMz6fAJsWu2tkREQ=s120-c-rp-mo-ba3-br100,3.0,setahun lalu,"Klu pas ad acara expo, kamar mandi & musholla overload",,True
42,Drajad Kurniawan,https://www.google.com/maps/contrib/102621244443683473881?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVBxbyKdT8DK9RES4xIkKITkkink7XTT1VYnHjGCeV6usZ-4tlK=s120-c-rp-mo-ba4-br100,5.0,2 tahun lalu,Bagus untuk rekreasi keluarga,['https://lh5.googleusercontent.com/p/AF1QipPYheYrxBVe5k3uu4KxWWrV7S3TiYCSbAhmVl1t=w150-h150-k-no-p'],True
42,Navila Atsilia,https://www.google.com/maps/contrib/113273207716631885837?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUGWAqikMX5Fb74mAcH0vggksUy80vqOQ2LfA5ZRp8UuUlqpJmT=s120-c-rp-mo-br100,4.0,5 tahun lalu,"Murahh sekitar 55k buat tiket terusan bisa menikmati semua wahana berkali2, tempatnya pun bersih.",,True
42,santi setiawan,https://www.google.com/maps/contrib/102310395552469434170?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXdd4h6r9DF9zNKpaHFOdu3yr_qjlw6X0km2rlS8uUQifGyYDBLmA=s120-c-rp-mo-ba4-br100,5.0,2 tahun lalu,Bagus indah ramai,['https://lh5.googleusercontent.com/p/AF1QipOlva0BNv81A93rQZS1s-rpfH6ZF44xgMtPZ2iY=w150-h150-k-no-p'],True
42,Alif alhannif,https://www.google.com/maps/contrib/104257118793052456736?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVO8070UvYMMYiKRNHLB6IpKSyh7fHRba3Bi3xpbDuy-s8bnz50=s120-c-rp-mo-ba3-br100,4.0,6 tahun lalu,"Sangat menyenangkan bermain di go fun, untuk mengjabisan waktu liburan nersama keluarga. Banyak permainan dan lokasi selfie",,True
